Base Peak MZ,Component RT,Base Peak Area,Component Area,Compound Name,Match Factor,Sample Name,File Name
282.99,26.2776507879498,288.940257873533,556.451650690423,"1H-Indole, 2-(4-chlorobutyl)-3-phenyl-",51.7983285281101,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
180.97,26.2832226620245,1119.97117636776,2674.73304126886,"(3-Amino-6-phenylthieno[2,3-b]pyridin-2-yl)(phenyl)methanone",54.1078896439298,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
248.14,26.2976733606305,217.266373535155,366.843146452976,Ambucetamide,62.4033878840916,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
96.88,26.2996005521734,337.758357528795,594.286809066872,Didecyl methylphosphonate,62.6970303797675,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
223,26.3033246788067,9127.71345328523,12539.6065129627,"4-Butoxy-1,1,1,2,4,4-hexafluorobutane",57.7801864190966,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
149,26.3080139582247,316.661412416234,238.052229099939,"Ethanol, 2-[(4-aminophenyl)ethylamino]-",52.685219175105,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
343.9,26.3136529170703,7042.67560523033,226.575538463833,"2-Pentenoic acid, (E,4S)-4-[((R)-.alpha.-methoxy-.alpha.-trifluoromethylphenylacetyl)amino]-5-phenyl-, ethyl ester",52.3806980979666,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
149.95,26.31497713953,454.13376631167,757.326703080264,"Ethylenediamine, N-(m-methoxyphenyl)-N,N'-dimethyl-N'-phenyl-",61.0875916040026,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
85.08,26.3253203371399,933.915643164634,188.704417230492,"Indole-3-carboxylic acid, 2-amino-6-trifluoromethyl-, methyl ester",55.4645492233309,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
157.92,26.3464583345452,439.710126333229,219.120496341248,"1-Methyl-1H-indole-3-carboxamide, N,N-bis-methyl",53.1300988805946,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
164,26.3658251494355,493.552994691837,469.733704504234,"Alanine, N-methyl-N-(2-chloroethoxycarbonyl)-, pentadecyl ester",63.1873300138847,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
82.06,26.3672104906599,163.935484458921,202.110040072437,"4H-Pyrazolo[1,5-a]benzimidazole-3-carboxylic acid, 2-amino-4-methyl-, ethyl ester",51.5873674716631,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
207,26.3672257462614,20023.8652190272,1369.88866528724,"Succinic acid, di(4-methoxyphenyl) ester",51.0345551490938,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
157.86,26.3672815106593,237.297704658533,172.115385570357,"Apparicine, Nb-methyltetrahydro-",51.7600847629161,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
130,26.3725882860869,129.84428019905,174.607103658657,1-(2-Phenoxyethyl)-1H-indole,54.1067719897583,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
207,26.3731195243579,20023.8652190272,1060.70844595472,"Thiophen-2-methylamine, N-(2-fluorophenyl)-",63.0718452100514,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
312.9,26.3774629875625,223.47440398979,119.667569805526,"Androst-4-en-6-one, 17,19-bis(acetyloxy)-3-fluoro-, (3.beta.,17.beta.)-",55.0808754673642,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
210.92,26.3836867184588,585.517866666785,194.968609477064,Perfluoro[1-(2-ethylphenyl)-1-hydroxybenzocyclobutene],50.9785878112551,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
178,26.4005816075662,4863.40365898704,951.769578189214,"1-(Prop-2-ynyloxy)-3,4-methylenedioxybenzene",57.0349443810534,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
71,26.4049198606668,279.199064228054,213.481479145863,"Succinic acid, 3-methylbut-2-yl 3-nitrophenyl ester",55.6670450576497,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
75,26.4104251690252,31320.6355447368,677.685559285914,2-Acetyl-7-hydroxybenzofuran,50.2475476424783,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
206.09,26.4107194942285,168.324024787902,506.327058080565,trans-.beta.-Cyano-3-stilbazole,52.7886740134316,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
196,26.4113332828539,353.681787946696,186.510275271699,"4H-Furo[2,3-h]-1-benzopyran-4-one, 2-(1,3-benzodioxol-5-yl)-5-hydroxy-3,6-dimethoxy-",56.6195436260559,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
44,26.4156711574172,375.394940005851,209.843003205314,"Urea, N,N-dimethyl-",51.847903633862,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
238.89,26.4200408407194,5049.07760132217,7712.80726627207,Mitrafoline,50.8265173326205,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
96,26.4204288730072,358.081347591156,1244.1302932872,5-Methyl-4-hexene-1-yl acetate,66.7286749622703,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
161,26.4240058267312,4861.17884983061,551.12799686809,"1,2-Oxaphosphole, 3,5-bis(1,1-dimethylethyl)-2,5-dihydro-2-hydroxy-, 2-oxide",52.2949812748372,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
165.73,26.4274174818456,507.634712747565,197.754525141087,"Benzo[b]thiophene, 2-(octylthio)-",57.2099867127318,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
197,26.4315231070262,412.050975369006,179.764012675557,"Bis(1,1,1-trifluoro-4-mercapto-5-methylhex-3-en-2-onato)nickel(II)",59.1739834741373,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
264.23,26.4331096195926,276.76143943786,587.217968262408,"2-(6,8-Dichloro-3-formyl-4-oxochroman-2-yl)malononitrile",51.9578797787289,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
109,26.4419499342321,118.262029527663,115.087301616944,"2-Furancarboxamide, 5-methyl-N-(4-nitrophenyl)-",63.7567906275897,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
178,26.4485363773062,10660.9308466072,14968.6046301628,"5-[3,4-Methylenedioxybenzylidene]rhodamine",52.3137757519571,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
43,26.4514528508611,9126.31433784676,12485.2334861275,anti-2-Acetoxyacetaldoxime,76.8366456470665,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
74.98,26.4560900408861,55614.4685094205,98495.5079664148,Glycolaldehyde dimethyl acetal,55.0513297821592,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
377,26.4575580331722,76.239336164474,180.220862715456,"1H-imidazo[2,1-c][1,4]benzothiazin-1-one, 2,4-dihydro-2-[2-(3-methyl-2(3H)-benzothiazolylidene)ethylidene]-",57.3767407134645,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
43.93,26.4581544789361,192.805344299351,213.469634011487,"1H-Imidazole-4-ethanamine, .alpha.-methyl-",52.8700348337063,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
355,26.4709002728156,100562.856562042,113464.52098897,"Cobalt, bis(.eta.-5-piperidinylcyclopentadienyl)-",67.1469354793604,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
265,26.4722082208504,2249.72927042866,320.503664301632,Warfarin,51.5854292585981,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
60.96,26.5050757939997,558.655937019337,145.609512031481,"Prosta-5,8(12),13-trien-1-oic acid, 9-(methoxyimino)-15-[(trimethylsilyl)oxy]-, trimethylsilyl ester, (5Z,13E,15S)-",56.5792858466587,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
326.92,26.5261203378332,69406.1457885112,107565.24628041,"Silane, diethylbutoxy(pentafluorobenzyloxy)-",64.7178031223693,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
196,26.5384452141249,326.416181894329,439.714126384836,"3a-(3-Oxobutan-2-yl)-dihydro-2H-pyrrolo[3,4-c]pyrrole-1,3,4,6-tetrone",50.7557616140911,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
195,26.5396333072656,32947.8610253219,37737.5013243889,"2,4-Diamino-5-[3,4,5-trimethoxybenzoxy]pyrimidine",70.6931217028972,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
205,26.5398748226745,7556.29075633431,9067.20966434763,"2-Thiazolamine, N-[(2-chlorophenyl)methyl]-4,5-dihydro-5-methyl-",51.7743160987963,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
91,26.5427893322452,1096.21309324298,993.519202380131,Isoparvifuran,53.8006445401956,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
104,26.5448641995738,657.572292892455,597.927751899804,"Acetamide, N-[3-oxo-2-phenyl-6-(thiophene-2-carbonyl)-2,3-dihydropyridazin-4-yl]-",50.9115471360738,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
120,26.5516489273301,1330.66625216675,3109.53541123482,2-Aminohydratropic acid,50.5304520001338,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
160.19,26.5530727151121,561.155438949579,253.032060475559,2-[3-(2-Hydroxy-ethoxy)-naphthalen-2-yloxy]-ethanol,52.0675022327194,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
96,26.5543195376011,437.537049194321,450.84929355988,"1H-1,2,4-Triazole, 3-ethyl-",59.8544061992641,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
143,26.5550359216759,127.158807306289,182.817399733214,"Pentanamide, N-(1-naphthyl)-",55.5481062913477,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
333,26.5666082987901,943.72121461582,1551.6038199515,"4-[6-(3,4,5-Trifluorophenyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-3-yl]pyridine",56.4207875464824,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
136,26.5724746668811,131.536006797805,233.633443080159,"1H-Imidazole, 1-[(3-nitrophenyl)methyl]-",50.7759826854647,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
156,26.574782979981,590.687856841267,1071.56026834378,"1,5-Dimethylbarbituric acid",51.8886248062328,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
311,26.5845593817185,6596.68224788475,7711.64230954431,"2,4,5-Trifluoro-3-methoxybenzamide, N-(4-methoxyphenyl)-",50.5825946375419,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
80.91,26.5882161748431,11231.3787408924,17775.4003925707,"2,3,4,5-Tetrathiabicyclo[4.4.0]decane",63.7465757013642,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
264.23,26.5890236231433,865.770334060713,676.375035009114,"Quinoline, 1,4-dihydro-1,4-dimethyl-2,4-bis(phenoxymethyl)-",58.2607361700809,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
40,26.5915053089301,313.646915737102,126.679455524396,O-Methyl benzylphenylthiophosphinate,61.1631648354442,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
95,26.591935637397,341.100610000606,116.189583251836,"2-Furancarboxylic acid, 4-isopropylphenyl ester",57.6389163992713,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
314.04,26.5922207181343,79.3214211959834,170.958376191651,"4H-Naphtho[2,3-b]pyran-4,6,9-trione, 5,8-bis(acetyloxy)-2-methyl-",50.2129899999001,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
136.01,26.5984440544538,11177.9687902775,13988.4221748899,Tropic acid,55.1365487912281,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
253,26.602516917557,3325.01420681132,379.579769590428,"Phthalic acid, 4-formylphenyl 3-methylphenyl ester",57.0094899657292,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
163,26.6136809861506,625.502451785785,305.97912951393,"3a,6-Epoxy-3aH-isoindole, 1,2,3,6,7,7a-hexahydro-2-(4-methoxyphenyl)-6-methyl-",62.6835948878199,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
221.02,26.6217258102854,47795.8535568447,108785.4465077,2-Amino-4-(1-ethylpropyl)-4H-benzo[h]chromene-3-carbonitrile,56.1423033344214,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
156.74,26.6232558259356,287.654612817762,720.861381607612,"Adipic acid, 4-chlorophenyl ethyl ester",61.5561339452999,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
160.86,26.6234193827063,10660.4745557136,15268.121551559,(5-Methylbenzo(b)thien-3-yl)acetic acid,53.401383471525,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
221,26.6268265172824,47777.9073763027,843.064224817199,2-Amino-4-(1-ethylpropyl)-4H-benzo[h]chromene-3-carbonitrile,55.6282157268645,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
354.99,26.6290292774059,549.655916642869,429.697850141667,"Silane, diethylisohexyloxy(pentafluorobenzyloxy)-",50.5653822784407,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
222,26.6295845111805,797.24348519038,201.625349662766,"Propionic acid, 3-(4-tert-butylbenzoylamino)-3-(4-methoxyphenyl)-, ethyl ester",52.1911141296666,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
181,26.6395499754553,1541.69379468155,225.029008488809,"Propionaldehyde, (O-pentafluorobenzyl)oxime, (Z) or (E)-",51.1801946467535,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
150,26.6544600936672,436.835567230219,293.375628772357,"Carbonic acid, monoamide, N-(2-pentyl)-N-isobutyl-, 3-chloropropyl ester",54.7182240544142,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
96,26.6733174508094,3474.87575650025,666.258421705908,"3-(Chloromethyl)-4-methyl-4H-1,2,4-triazole",55.8788158174455,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
331.98,26.6745676115512,9787.6457645321,50349.5885673851,4-Iodo-3-(trifluoromethoxy)benzoic acid,62.3288074672094,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
398.93,26.6769003338471,1856.695348917,179.410971292838,"4-(3-Iodo-phenyl)-3,4-dihydro-1H-benzo[h]quinolin-2-one",55.6946728482406,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
193.98,26.6830176837727,466.273186573024,215.639921249183,"(3R,5R,7aR)-3-Butyl-5-hexylhexahydro-1H-pyrrolizine",58.3411762759047,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
315,26.6918224311989,2593.47225688935,5398.13682431225,"Succinic acid, 2,2,3,3,4,4,5,5-octafluoropentyl 1-cyclopentylethyl ester",64.9042892850144,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
332,26.6918939574447,9764.68871501732,55976.9871417223,4-Iodo-3-(trifluoromethoxy)benzoic acid,55.6812677311154,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
282.99,26.7000717963722,963.757405253085,1272.44120368941,"Benzeneacetamide, .alpha.-ethyl-N-[(4-methoxyphenyl)methyl]-",53.8885602597639,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
161,26.7010915491205,7368.12048830792,10172.8755236401,"Benzamide, N-(4-methoxyphenyl)-4-butyl-",69.8020125950681,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
95.11,26.7038273832993,503.334364003281,531.873583341343,"2,5-pyrrolidinedione, 1-[(2-furanylcarbonyl)oxy]-",56.8825233949825,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
210.94,26.7048762410064,1364.38093705941,2266.11288253913,"Sulfoximine, N-[(dimethylamino)carbonyl]-S-methyl-S-phenyl-",53.9904149546892,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
107,26.7096041827234,254.798380437847,95.9662488536325,4-(1H-Imidazol-1-ylmethyl)phenol,50.7856359411299,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
89.04,26.7204997269111,746.114874897002,325.275803893004,"7H-Furo[3,2-g][1]benzopyran-7-one, 9-[(3-methyl-2-butenyl)oxy]-",52.1837432431012,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
221.01,26.7240940742892,750.51055360586,699.701402153974,"N-(4-Fluoro-2-methyl-phenyl)-4-(1,1,2,2-tetrafluoro-ethoxy)-benzamide",54.9028221655956,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
160.88,26.7260772105104,18194.071710146,767.339434772326,"2,4,5-Trifluoro-3-methoxybenzamide, N-(4-methoxyphenyl)-",60.846459085725,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
103,26.7352232371503,39063.1138610764,669.96396613375,"3,5-Diphenyl-4,4-dimethyl-pyrazole-1,2-dioxide",51.8266127845425,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
40,26.7363189370438,203.720340422271,178.73759799824,"3,7-Dihydroxy-3-phenyl-4-chromanone",58.757782318144,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
181,26.7467889002849,455.134070472733,125.782930897337,"Succinic acid, 2,2,3,3-tetrafluoropropyl pentafluorobenzyl ester",58.6347964285013,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
238,26.7476606684168,124.798309198379,216.068624805318,"N,N-Diethyl-2,3,4,5,6-pentafluorobenzylamine",53.3856818533407,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
95.04,26.7562037915056,394.415479639073,247.446486877726,1-(Furan-2-yl)-2-methylpentan-1-one,56.3699311208021,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
253,26.7573833537999,2753.88313195797,1655.53215175111,"1-((1-Butoxypropan-2-yl)oxy)propan-2-yl 2,3,4,5,6-pentafluorobenzoate",67.4545226006228,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
159,26.7574228703239,155.87565819073,132.834374805507,"Benzamide, N-(2,5-dimethoxyphenyl)-2,3,4-trifluoro-",58.1084399769407,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
194.99,26.7601080375081,76285.8067680179,124368.5528676,"sec-Butyl 3,5-dinitrobenzoate",59.0336587873038,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
191,26.7606500806731,1894.76943577704,3801.43471465412,"methanesulfonamide, N-[7-(ethylamino)-1,3-dihydro-3-oxo-4-isobenzofuranyl]-",61.700345445052,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
284.84,26.7610538953956,644.389539796821,1052.77624115925,"Boron, tetrapropylbis[.mu.-(1H-pyrazolato-N1:N2)]di-",52.3506720300749,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
135.01,26.7615264981314,1882.62927636457,2087.80441582352,"Piperazine, 1-(2-methoxybenzoyl)-4-(2-naphthyloxyacetyl)-",53.2639798740583,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
314.96,26.7665707567215,9912.89612239075,428.822412482637,"Phthalic acid, di(pentafluorophenyl) ester",55.4797922054648,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
39.9,26.7684988688625,170.86971914042,134.021162202004,"Benzoic acid, 2-[(2-furanylcarbonyl)amino], methyl ester",53.7722063726434,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
87,26.7739392481341,2792.13212902643,350.999209308045,"1,3-Dioxolane, 2-methyl-2-(4-nitrophenyl)-",60.2487698163264,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
188.86,26.7903488682348,950.632254177103,131.315014030732,"Fluorobenzene, meta-(dibromomethyl)-",60.430398300409,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
148,26.7913597793673,30970.2503321571,64279.5825851094,"1-Hexen, 2-(p-anisyl)-5-methyl-",62.7484760821416,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
175.9,26.8062082881147,177.944362947462,119.860362539746,"Phenylalanine, DL, .alpha.-methyl-N-n-propyl-, n-propyl ester",51.1763392124154,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
68.98,26.8155553248905,4327.68885312846,8632.14794740977,"Pimelic acid, 2-methoxyphenyl undecyl ester",54.4112434533524,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
178,26.8202994080048,267.713789766085,425.330454737043,"Beryllium, hexakis[.mu.-(formato-O:O')]-.mu.4-oxotetra-",59.0205715300649,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
195,26.8209530077606,772.21319045108,1691.58074507823,"2,3,4,5,6-Pentafluoro-N-(3-nitrophenyl)benzamide",59.9244787341269,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
96.95,26.8269741581558,145.822209365848,192.87174515324,2-Chloro-4-[[2-[1-pyrrolidinyl]ethyl]amino]quinazoline,57.0641954449232,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
118.94,26.8295444405999,56042.0081138612,66275.0606168023,"Carbonic acid, ethyl 4-cyanophenyl ester",70.1894557996034,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
162.89,26.8516285414786,421.700980987542,242.027686092681,"2-({2-[(3-Chlorophenyl)carbonyl]hydrazinyl}carbonyl)benzoic acid, N,N',O-tris-methyl",50.8923235220748,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
284.89,26.8681488894671,7026.91792684653,7698.41419818923,"Benzamide, 2,3,4-trifluoro-N-(4-chlorophenyl)-",50.7590795394437,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
203,26.8705711071634,474.023775137505,248.601000940728,"Benzene, 1,2-diiodo-",64.0653607746998,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
206.09,26.8753222026202,382.085831401821,161.091537111388,8-Cyclopropylcaffeine,55.4577951421469,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
155.96,26.8761053771087,275.658790942652,771.161341366022,"Pyrrole, 2-methyl-5-phenyl-",65.6635648758255,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
103,26.8770612840761,42385.5070590267,80006.1517091395,"Ethanethioamide, N,N-dimethyl-",57.890924204426,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
102.93,26.8778972096648,42442.4631193905,48080.0664250549,Semioxamazide,56.5592183961391,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
208,26.8811607244028,374483.994415086,9600.70594686167,"Caprolactone oxime, (NB)-O-[(diethylboryloxy)(ethyl)boryl]-",67.1286877547576,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
268,26.8812733805626,24812.2494818116,616.069473779371,"Dodecylamine, N,N-dipentyl-",53.8112314585837,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
160.08,26.8923987763522,179.348865692138,311.184918699172,Fluxapyroxad,58.5965386008393,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
134,26.9015139204113,1144.94989641572,243.62874001017,"Thiazole, 2-ethyl-4-phenyl-",54.9787146383161,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
217.75,26.9032614227003,57.1781056451789,111.231161803871,"1H-Pyrazole-4-sulfonamide, 1-methyl-, TMS",64.7802554783815,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
98,26.9207826386415,638.888560398094,217.401230784204,"1,4-Di(methyl-d3)benzene-d4",50.1723195026527,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
156.74,26.9234389408508,206.006277135049,336.14567922214,"Adipic acid, di(3-(2-methoxyethyl)heptyl) ester",50.0678616367863,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
268,26.9324168021337,24501.052980545,580.517113425984,"Oxalic acid, monoamide, N-(2-chlorobenzyl)-N-(2-thienylmethyl)-, isohexyl ester",51.1679165242496,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
190,26.9440811456121,126.094937038421,239.905099886988,(6-Methylheptyl)benzene,55.5597322260792,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
118.94,26.9663878273635,60234.9053279819,349.551830913994,"Thioallophanic acid, N-(p-toluoyl)-, S-propyl ester",52.9132103941802,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
69,26.9676206035538,11290.033660613,17264.9385777679,"2,4,5-Trifluoro-3-methoxybenzamide, N-(4-methoxyphenyl)-",54.5417173371695,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
237,26.9677207376017,614.087083272928,1800.51927299693,"Silane, dimethylbis(2-methyl-3H-benz[e]inden-3-yl)-",56.656066609129,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
165,26.9702302951552,28571.1394231644,37848.6089292689,"Ethyl 4-[4-fluorophenyl]-2,4-dioxobutyrate",60.6221686967222,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
130.96,26.9768653931902,927.858439002035,247.139806737309,"1,2,3,4-Tetrahydro-1-naphthalenethiol, S-trimethylsilyl-",57.7229916703835,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
95,26.9771804818414,861.49599493028,238.487657493745,"L-Proline, N-(furoyl-2)-, isohexyl ester",70.4099834990427,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
96,26.9914475342165,693.653682128939,869.877779457428,"1,4-Dihydro-4-oxopyridazine",56.6078473576498,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
195,27.0028777164347,45811.4717863388,414.012786022807,"[1,1'-Biphenyl]-4-carbonitrile, 4'-ethoxy-",57.3629111504851,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
192,27.0044181549861,77383.29299543,127965.749354792,"R-1,2,3,4-Tetrahydroisoquinolin-1-phenylmethanol, 6,7-dimethoxy-",58.8633770178656,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
281,27.0056075786572,2936.61467260748,1127.1969007155,"4-[N'-(2-Oxo-1,2-dihydro-indol-3-ylidene)-hydrazino]-benzoic acid",53.6210245100246,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
